abstract	location_label	topic_label
"Terpene content of two distinct collections of the nudibranch Phyllidia coelestis from the South China Sea has been chemically analyzed. A series of amphilectene diterpenes, most likely of dietary origin, with isocyano and formamido functionalities have been isolated from both collections and spectroscopically characterized by an exhaustive nuclear magnetic resonance (NMR) analysis. Interestingly, the structural architecture of compounds 5-7 and 9 with both 8,13-cis and 12,13-cis ring junctions is unprecedented in the amphilectene skeleton. Metabolite 3, which was the most abundant in the nudibranch's mantle, has been shown to deter feeding by a generalist predator, supporting its involvement in chemical defense."	NonUS	Ecology
"Although Brook Trout are distributed across most of eastern North America, population numbers have declined in many regions due to habitat loss, climate change, and competition with non-native species. In New York State, Brook Trout habitat has been substantially reduced, with many areas showing complete extirpation of Brook Trout populations, predominantly in the western portion of the state. Small, fragmented populations are at risk of genetic diversity loss, inbreeding depression, and reduced fitness, leading to a greater potential for local extirpation. Genetic monitoring is a practical tool that can facilitate further conservation-decision making regarding small populations. In this study, we used 12 microsatellite loci to examine 3,436 sampled Brook Trout, representing 75 sites from the Allegheny, Erie/Niagara, Genesee, Oswego, Lake Ontario, and Susquehanna drainage basins throughout western New York State. Three Brook Trout hatchery strains were also genetically characterized to evaluate the degree of hatchery introgression between wild populations and hatchery strains stocked in the region. Overall, estimates of genetic diversity varied widely: Allelic richness ranged from 2.23 to 7.485, and expected heterozygosity ranged from 0.402 to 0.766. As observed for Brook Trout in other regions, we found a high degree of genetic differentiation among populations, with all comparisons except one showing significant F-ST values. Hatchery introgression was found to be minimal, with estimates ranging from 1.96% to 3.10% of wild individuals exhibiting membership proportions to a hatchery strain cluster exceeding 10% (q >= 0.10). Results from this investigation can be used to prioritize management efforts for Brook Trout in western New York State and act as a baseline to monitor future population trends."	USA	Genetics
"Relatively little is known about the role of sponge microbiomes in the Antarctic marine environment, where sponges may dominate the benthic landscape. Specifically, we understand little about how taxonomic and functional diversity contributes to the symbiotic lifestyle and aids in nutrient cycling. Here we use functional metagenomics to investigate the community composition and metabolic potential of microbiomes from two abundant Antarctic sponges, Leucetta antarctica and Myxilla sp. Genomic and taxonomic analyses show that both sponges harbor a distinct microbial community with high fungal abundance, which differs from the surrounding seawater. Functional analyses reveal both sponge-associated microbial communities are enriched in functions related to the symbiotic lifestyle (e.g., CRISPR system, Eukaryotic-like proteins, and transposases), and in functions important for nutrient cycling. Both sponge microbiomes possessed genes necessary to perform processes important to nitrogen cycling (i.e., ammonia oxidation, nitrite oxidation, and denitrification), and carbon fixation. The latter indicates that Antarctic sponge microorganisms prefer light-independent pathways for CO2 fixation mediated by chemoautotrophic microorganisms. Together, these results show how the unique metabolic potential of two Antarctic sponge microbiomes help these sponge holobionts survive in these inhospitable environments, and contribute to major nutrient cycles of these ecosystems."	NonUS	Ecology
"High-altitude nocturnal insect migrations are ubiquitous and represent significant pulses of biomass, which impact large areas and multiple trophic levels, yet are difficult to study and poorly understood. Predation on migratory insects by high-flying bats provides potential for investigating flows of migratory insects across a landscape. Brazilian free-tailed bats, Tadarida brasiliensis, provide valuable ecosystem services by consuming migratory pests, and research suggests migratory insects are an important resource to bats in autumn. We sequenced insect DNA from bat feces collected during the 2010-2012 autumn migrations of insects over southern Texas, and tested the utility of predator-prey interactions for monitoring migratory insect populations by asking: 1) how extensively do bats consume migratory insects during autumn? (2) does the prey community reflect known drivers of insect migrations, e.g. cold fronts? and (3) are migratory insects increasingly important to bats when local food resources decline in autumn? Bats consumed at least 21 species of migratory insects and 44 species of agricultural pests. Prey community richness increased with cold front passage. Bats consumed migratory moths over the entire autumn season, and the proportion of migratory moths in the bat diet increased over the course of the autumn season in all 3 years. This study confirms extensive consumption of migratory insects by bats, links patterns in prey communities to mechanisms driving insect migration, and documents a novel approach to tracking patterns of migratory insect movement. As an important resource for T. brasiliensis in autumn, migratory insects provide stabilizing effects to the local animal community."	USA	Ecology
"Defining the home range of vulnerable species is critical for designing effective spatial management strategies. However, animal home ranges often change with ontogeny, and quantifying the associated temporal and spatial changes is particularly challenging for mobile marine species. Here, we investigated how the space use of a top predatory reef-associated fish (giant trevally Caranx ignobilis) scales with body size. Fish were tagged with acoustic transmitters and passively tracked for > 3 yr at a tropical island and atoll in the Republic of Seychelles. A sheltered atoll environment was critical for juvenile fish (< 60 cm fork length, FL) that exhibited a shift in home range location and area as they matured into adults. Small (60-100 cm FL) and large (>100 cm FL) adult fish appeared to favour shallow coral reefs and associated reef drop offs whilst sharing a similar core home range location. Large adult fish utilized a greater diversity of habitat types and had significantly (p < 0.05) greater annual dispersal distances (mean = 35.29 km, max = 91.32 km) than small adults (mean = 13.72 km, max = 21.55 km). Additionally, the home range of large adults (mean = 209.74 km(2)) was significantly (p < 0.05) larger than that of juveniles (mean = 38.73 km(2)) and small adults (77.32 km(2)) and there was a significant (p = 0.02) relationship between fish length and home range size. Furthermore, tagged fish took up to 34 mo (mean = 18.54 mo) to utilize the full extent of their home range. The habitat shift and expansion in home range size throughout ontogeny should be taken into account when designing effective spatial management plans for C. ignobilis."	NonUS	Ecology
"Artificial light at night (ALAN) has rapidly and drastically changed the global nocturnal environment. Evidence for the effect of ALAN on animal behaviour is mounting and animals are exposed to both point sources of light (street and other surrounding light sources) and broadscale illuminance in the form of skyglow. Research has typically taken a simplified approach to assessing the presence of ALAN, yet to fully understand the ecological impact requires consideration of the different scales and sources of light concurrently. Bird song has previously been well studied for its relationship with light, offering an opportunity to examine the relative impact of different sources of light on behaviour. In this study, we combine correlational and experimental approaches to examine how light at night affects the nocturnal song behaviour of the largely diurnal willie wagtail (Rhipidura leucophrys). Observations of willie wagtails across urban and rural locations in southeastern Australia demonstrated that nocturnal song behaviour increased with the intensity of moonlight in darker rural areas but decreased in areas with high sky glow. In addition, willie wagtails were half as likely to sing at night in the presence of localized light sources such as streetlights in urban and rural areas. Experimental introduction of streetlights to a previously dark area confirmed this relationship: willie wagtail song rates declined when lights were turned on and returned to their original rates following streetlight removal. Our findings show that scale, as well as intensity, are important when considering the impact of light at night as moonlight, sky glow, and localized sources of artificial light have different effects on nocturnal song behaviour."	NonUS	Ecology
"Knowledge of population structure, connectivity, and effective population size remains limited for many marine apex predators, including the bull shark Carcharhinus leucas. This large-bodied coastal shark is distributed worldwide in warm temperate and tropical waters, and uses estuaries and rivers as nurseries. As an apex predator, the bull shark likely plays a vital ecological role within marine food webs, but is at risk due to inshore habitat degradation and various fishing pressures. We investigated the bull shark's global population structure and demographic history by analyzing the genetic diversity of 370 individuals from 11 different locations using 25 microsatellite loci and three mitochondrial genes (CR, nd4, and cytb). Both types of markers revealed clustering between sharks from the Western Atlantic and those from the Western Pacific and the Western Indian Ocean, with no contemporary gene flow. Microsatellite data suggested low differentiation between the Western Indian Ocean and the Western Pacific, but substantial differentiation was found using mitochondrial DNA. Integrating information from both types of markers and using Bayesian computation with a random forest procedure (ABC-RF), this discordance was found to be due to a complete lack of contemporary gene flow. High genetic connectivity was found both within the Western Indian Ocean and within the Western Pacific. In conclusion, these results suggest important structuring of bull shark populations globally with important gene flow occurring along coastlines, highlighting the need for management and conservation plans on regional scales rather than oceanic basin scale."	NonUS	Genetics
"A multi-parameter dataset from 13 Florida estuaries demonstrated complications that multiple gradients (the estuarine gradient complex, EGC)(-1) impose when trying to characterize species distributions using regression based analyses. Variation in the beta diversity of assemblages consisting of 974 taxa in four groups (ichthyoplankton, invertebrate zooplankton, seine nekton, trawl nekton) were assessed using 29 habitat factors. Habitat data were obtained from measurements made during biotic collections, associated characterizations of local habitats, data obtained from the United States Environmental Protection Agency Storage and Retrieval database, and from data that characterized the timing and magnitude of freshwater inflow and turnover. When all habitat factors were used in multivariate regression models (distance-based redundancy analysis, dbRDA) with the objective of explaining variation in beta diversity, the models accounted for as much as 52% of the variation and included factors such as salinity, color, water temperature, distance to the Gulf of Mexico, water depth, presence of mud bottom, and the amount of freshwater input. Habitat factors that contributed to the EGC were identified by performing correlation analyses between each habitat factor and distance to the Gulf of Mexico. This step indicated that, in surface-fed estuaries, submerged aquatic vegetation, mangroves, and warmer temperatures were more common downstream, and lower pH, deeper depths, lower bottom dissolved oxygen, lawn-and-tree shorelines, and manmade bottom substrates were more common upstream. In spring-fed estuaries, oysters and mangroves were more common downstream, and lawn-and-tree shorelines were more common upstream. These correlated factors were used to represent the EGC and were explicitly included in dbRDAs where they explained as much as 78% of the variability in beta diversity. A subsequent partial-dbRDA was performed on the variation that was not explained by EGC habitat factors, and non-EGC factors (freshwater inputs, artificial shorelines, shoreline slope, and the presence of sand bottom) explained as much as an additional 7% of the variability. These results demonstrate the complications inherent in assigning influence to any one habitat factor in estuaries where many habitat factors covary spatially. The substantial amount of beta diversity variation explained by the EGC indicates a goal of estuarine management should be to promote heterogeneity in habitat factors contained in the EGC to maintain overall community diversity."	USA	Ecology
"Reported effects of Ebola on western lowland gorillas in the last years of the Twentieth Century brought the underestimated threat that infectious diseases pose to wildlife to the forefront of the international conservation community. Human-borne parasites have since been acknowledged to threaten different species of wildlife and particularly African great apes (Bonobos Pan paniscus, Pan troglodytes, and gorillas Gorilla gorilla) that were documented to contract diseases that affect human communities. The chapter examines 6 diseases, which have been documented to be transmitted between wildlife and humans and provides a short description of each type and its mode of transmission and discusses its potential to affecting wild bonobos within the ecological conditions in the species range and the regional biogeography."	NonUS	HumanWildlife
"Cape anchovy Engraulis encrasicolus is an ecologically and economically important pelagic fish species occurring along the coast of South Africa. A recent eastward shift in Cape anchovy distribution indicates that environmental conditions are becoming more favorable for the species on the east coast. This shift is particularly important in the sheltered Algoa Bay region, a nursery area for fish larvae. However, the relatively low productivity of the Agulhas Current Large Marine Ecosystem on the eastern coast of South Africa may result in an anchovy population in poorer nutritional condition and with slower growth rates than the west coast population. Using otolith and nucleic acid analyses, the growth rates of anchovy larvae from the western and southeastern coasts of South Africa were compared. The otolith analysis results indicated that, at any given age, individual growth rates for anchovy larvae were higher on the southeast coast than on the west coast. The RNA:DNA values also indicated that instantaneous growth rates of anchovy larvae were higher in Algoa Bay than on the west coast. At the time of sampling, chlorophyll and zooplankton productivity were higher at sampling sites in Algoa Bay than sites on the west coast, potentially due to favorable oceanographic features in the bay. As such, the results suggest that Algoa Bay is a suitable and potentially favorable nursery area for the early stages of anchovy, highlighting the importance of separate management of the southeast coast region in a changing world."	NonUS	Fisheries
"Zoological nomenclature revisions are essential for biodiversity studies and indispensable to avoid naming and description of already described species and should be valued in all subsequent studies considering biology, molecular biology, ecology or habitat mapping of deep-sea species. Herein, a thorough revision of the taxonomic literature on Octocorallia since the beginning of deep-sea exploration in the Azores is provided. Since 1870, when the first octocoral, Virgularia mirabilis (Muller, 1776), was recorded in the Azores a cyclic pattern on the taxonomical study of octocorals reveals the deep-sea investigation efforts made on the region at different periods: Prince Albert I of Monaco, Biacores and recent expeditions. The first decade of this millennium was the peak on taxonomic research of cold-water octocorals in the Azores with 11 publications targeting gorgonians and soft corals (Alcyonacea) and specific sub-orders within it. Ninety-eight names of Octocorallia were found to be given in the economic exclusive zone of the Azores. While 25 names were changed or added to the known Azorean octocoral diversity, 3 species identified in the region and unreported in the reviewed literature, increase the number to 101 species. Twenty-five names were synonymized while three species names were unmasked as errors in need of taxonomical clarification. This is the highest species richness of Octocorallia found in Europe and in any Northern Atlantic archipelago so far, representing similar to 60% of the most diverse center of endemism of South Africa, with a part in the Eastern Atlantic. Further research on taxonomy may reveal new species to science."	NonUS	Biodiversity
"The French southern marine subregion of the Bay of Biscay presents local environmental features explaining the presence of specific communities in remarkable habitats. The aim of the study is, for the first time, to assess benthic macrofaunal assemblages and to identify indicator species of each assemblage within intertidal boulder field habitats in this marine subregion. Mobile boulders were sampled with a stratified random sampling design in upper and lower midlittoral zones in March-June 2015. Sessile (in percentage cover) and mobile macrofauna (in abundance) communities were identified and counted within 0.1 m(2) quadrats. Ecological function and precision between the two groups were found dissimilar thus species richness, abundance, macrofauna distribution and indicator species/taxa of sessile and mobile macrofauna were analyzed separately. 78 species/taxa of macrofauna were recorded. A restricted list of 12 singletons (8 for mobile and 4 for sessile macrofauna) and 33 combinations of species/taxa were identified as significant indicators of each assemblage. Species ecological features (food webs, signs of disturbance, alien species, biogeographical range limit) were also considered as additional selection criteria. Therefore, species with a high ecological interest but not considered statistically as valid indicators were also highlighted. Thus, this work constitutes a framework for future monitoring of the Basque intertidal rocky shore and could be used as an alternative to sampling the entire biodiversity. It also meets the MSFD requirements (e.g. take into account marine subregion specificities; integrate the metric macrofauna and supports several descriptors as the D1 Biodiversity and D6 Seafloor integrity). (C) 2018 Elsevier B.V. All rights reserved."	NonUS	Ecology
"Protected areas not allowing extractive activities (here called fully protected area) are a spatially explicit conservation management tool commonly used to ensure populations persistence. This is achieved when an adequate fraction of a species' population spends most of its time within the boundaries of the protected area. Within a marine context, home ranges represent a tractable metric to provide guidance and evaluation of fully protected areas. We compiled peer-reviewed literature specific to the home ranges of finfishes and invertebrates of ecological and/or commercial importance in the Mediterranean Sea, and related this to the size of 184 Mediterranean fully protected areas. We also investigated the influence of fully protected areas size on fish density in contrast to fished areas with respect to home ranges. Home range estimations were available for 11 species (10 fishes and 1 lobster). The European spiny lobster Palinurus elephas had the smallest home range (0.0039 +/- 0.0014 km(2); mean +/- 1 SE), while the painted comber Serranus scriba (1.1075 +/- 0.2040 km(2)) had the largest. Approximately 25% of Mediterranean fully protected areas are larger than 2 times the size of the largest home range recorded. Fish densities were significantly higher when fully protected areas were larger than the home range, while no change in density occurred when home ranges were larger than fully protected areas. These results display a direct link between the effectiveness of fully protected areas and species' home range, suggesting that fully protected areas of at least 3.6 km(2) may increase the density of local populations of these coastal marine species."	NonUS	Conservation
"Bats have an important role in the ecosystem, and therefore an effective detection of their prevalence can contribute to their conservation. At present, the most commonly methodology used in the study of bats is the analysis of echolocation calls. However, many other ultrasound signals can be simultaneously recorded, and this makes species location and identification a long and difficult task. This field of research could be greatly improved through the use of bioacoustics which provide a more accurate automated detection, identification and count of the wildlife of a particular area. We have analyzed the calls of two bat species-Pipistrellus pipistrellus and Pipistrellus pygmaeus-both of which are common types of bats frequently found in the Iberian Peninsula. These two cryptic species are difficult to identify by their morphological features, but are more easily identified by their echolocation calls. The real-life audio files have been obtained by an Echo Meter Touch Pro 1 bat detector. Time-expanded recordings of calls were first classified manually by means of their frequency, duration and interpulse interval. In this paper, we first detail the creation of a dataset with three classes, which are the two bat species but also the silent intervals. This dataset can be useful to work in mixed species environment. Afterwards, two automatic bat detection and identification machine learning approaches are described, in a laboratory environment, which represent the previous step to real-life in an urban scenario. The priority in that approaches design is the identification using short window analysis in order to detect each bat pulse. However, given that we are concerned with the risks of automatic identification, the main aim of the project is to accelerate the manual ID process for the specialists in the field. The dataset provided will help researchers develop automatic recognition systems for a more accurate identification of the bat species in a laboratory environment, and in a near future, in an urban environment, where those two bat species are common."	NonUS	Technology
"Recent examinations of hunting's impact on populations of long-lived species illustrate the rarity of strong compensatory responses. The extent to which sandhill crane populations exhibit compensatory, partially compensatory, or additive responses to harvest mortality is poorly known. To examine how sandhill crane harvests might impact resident, breeding crane populations, we simulated harvests of a well-studied population of individually marked birds at varying harvest intensities and degrees of selectivity within the social structure of territorial and non-territorial cranes. Simulations occurred in a demographically-explicit stochastic population model developed from a previous long-term (2000-2014) study of a sandhill crane population at carrying capacity in southcentral Wisconsin, USA. Non-selective harvest models that did not account for reproductive lags after territorial birds replaced lost mates produced additive responses and resulted in declining populations when > 7% of the population was harvested annually. When models of non-selective harvest incorporated reproductive lags, this threshold was reduced to > 5%. Harvesting at or above 5% harvest intensities continuously decreased population size over a 100-year period. In all models of selective harvests, when only nonterritorial birds were harvested, all populations returned to equilibrium. Population responses to harvest are sensitive to the number of territorial birds harvested, and this sensitivity increases when accounting for lags in reproduction stemming from mortality-induced mate replacement. If possible, limiting harvest of territorial birds from any one specific population would help maintain stability of populations when implementing a hunt. This study provides evidence for harvest impacts at a localized scale, and it represents an important first step toward better understanding the potential impacts of hunting on population responses at a regional scale, especially where resident, territorial birds might be harvested."	USA	Fisheries
"The Lesina lagoon (southern Adriatic Sea, Mediterranean) is a coastal lagoon located in a highly intensified farming and tourist area. A monthly sampling was carried out in 1998 in five stations, representative of different hydrological features, in order to analyse phytoplankton composition and its relation to environmental parameters. Our results showed high spatial variability of abiotic variables. Phytoplankton abundances and biomass trends showed marked seasonality, with annual peaks occurring in late winter-early spring and summer periods. Phytoplankton blooms were due to the diatom Thalassiosira pseudonana and the dinoflagellate Prorocentrum cordatum. Statistical analyses showed that salinity and nutrients were the main factors affecting phytoplankton abundance and biomass. Phytoplankton dynamics was associated both to seasonality and the hydrodynamic regime of the system. Moreover, chemical-physical data were analysed together with those collected in the same stations in 2007, to compare their dynamics under different hydrological regimes. The two periods corresponded to the closure and opening, respectively, of canals connecting the lagoon to the sea. In general, abiotic variables (salinity, dissolved oxygen, pH, nitrate, phosphate and silicate concentrations) were significantly affected by the hydrodynamic regime. These data could provide a useful basis to complement the knowledge gained through current monitoring within the framework of the European Directives, as well as to implement conservation and management strategies of these transitional waters."	NonUS	Ecology
"An increasing threat to U.S. waterways is the establishment and spread of invasive and injurious fishes. A species may be designated by the U.S. Fish and Wildlife Service (USFWS) as federally injurious under the Lacey Act (18 U.S.C. 42) either if that species causes harm (injury) without establishing and spreading (not invasive), or if that species causes harm after establishment and spread (invasive). Species designated as injurious are prohibited from being imported, which is a highly effective way of preventing invasions by nonnative species. We developed a decision-support, risk-assessment system to aid USFWS's prioritization of species for injuriousness. Our system is based on USFWS's evaluation criteria of a species' potential injuriousness and consists of a semi-quantitative, rapid-assessment procedure called the Ecological Risk Screening Summary (ERSS) and a quantitative probability network model called the Freshwater Fish Injurious Species Risk Assessment Model (FISRAM). ERSS provides information on a species' history of invasiveness elsewhere in the world, and on its biology and ecology, potential or known effects of introduction, global and domestic distribution, and climate associations, and provides conclusions on potential risk of invasiveness. FISRAM calculates expected probability of injuriousness as a function of species potential establishment, spread, and harm, based on probable effects on native species and ecosystems, suitability of climate and habitat in introduced areas. ease of dispersal and transport, and harm to humans. FISRAM is used to assess risk probability when ERSS categorizes invasion risk as uncertain. We calibrated and updated the probability structure of FISRAM using a data set of 50 species with known invasiveness outcomes. We demonstrate the use of these two models for risk assessment and decision-support in identifying and documenting species for potential risk management actions, such as listing wildlife as injurious under the Lacey Act."	USA	Technology
"Longleaf pine (Pinus palustris) savanna characterized by open-canopy, diverse herbaceous vegetation, and high amounts of bare soil once covered much of the southeastern United States Coastal Plain. The unique structural and vegetative conditions of this ecosystem support endemic reptiles and amphibians that have declined as longleaf pine forests have been lost or degraded. Private working pine (Pinus spp.) forests managed for timber production now occur throughout the southeastern United States and have replaced much of the historical longleaf pine savanna. The examination of herpetofaunal (reptile, amphibian) communities in private working loblolly pine (P. taeda) landscapes, particularly in the western Gulf Coastal Plain is lacking. Using repeated field surveys and hierarchical community occupancy models, we examined occupancy and species richness of herpetofauna across 81 sites spanning gradients of management practices, vegetative conditions, and soil composition in northwestern Louisiana, USA, 2017-2019. Young pine stands (<6 yr) exhibited structural characteristics most similar to mature longleaf pine reference sites (>30 yr), while mid-aged stands (13-26 yr) often featured closed canopy and dense midstory. Vegetation conditions varied widely depending on landscape characteristics and site-specific disturbance regimes. We documented 43 species of herpetofauna, including 9 open-pine-associated species. Occupancy of open-pine-associated herpetofauna was positively associated with open-canopy and understory conditions, and sandy soil area. Sites providing open-canopy conditions were often occupied by open-pine-associated species regardless of overstory type and disturbance method. Overall richness of herpetofauna was greatest at sites with moderate canopy cover outside of sandy soil regions. Working pine landscapes in the western Gulf Coastal Plain can support diverse herpetofaunal assemblages, including open-pine-associated species, when management practices maintain open-canopy conditions on sandy, upland soils. More broadly, our results provide insight into how forest management practices affect herpetofauna and may guide practices that can contribute to conservation value of working pine forests."	USA	Conservation
"Predator tourism is one strategy to improve tolerance for predators, and support biodiversity and ecosystem health. Torres del Paine National Park (TdP) - a UNESCO Biosphere Reserve in southern Chile - supports productive livestock industries and nascent puma tourism. We compared interviews conducted in the region prior to puma tourism, with results from interviews collected across 45 ranches post-puma tourism. We assessed rancher attitudes regarding pumas, puma-livestock conflict, puma tourism, and linked them with socio-ecological factors. Respondents who viewed pumas as a threat experienced higher livestock losses. Respondents who reported higher sheep losses were inclined to support the lethal removal of livestock-killing pumas, and to initiate a puma hunt, whereas respondents who supported puma tourism disagreed with hunting pumas. Using the Potential for Conflict Index, we found that participants exhibited the highest consensus on the benefit of puma tourism and the lowest consensus over lethal removal of pumas. Our results suggest predator tourism has increased tolerance for pumas but is creating new potential for conflict. Previous to puma tourism, ranchers were almost entirely negative about pumas and unanimously supported illegal puma hunting. Now, most believe that pumas are part of Patagonia's heritage. This divide was best explained by distance to TdP: ranches closer to TdP experienced greater losses to pumas but had neighbours that benefitted most from puma tourism. Therefore, we suggest that tourism revenues supplement community compensation insurance programs that reimburse rancher losses to pumas to mitigate the growing divide between those benefiting from pumas and those experiencing economic hardship."	USA	Conservation
"Habitat corridor construction is an important technique for re-establishing connections between fragmented habitats. Yet, the effectiveness of habitat corridors to increase gene flow among fragmented populations is not well studied. In 2008 and 2009. a prairie habitat corridor was created in the Green River watershed of south central Kentucky, USA to protect water quality and encourage movement of native wildlife as part of the US Environmental Protection Agency Conservation Reserve Enhancement Program (CREP). In 2008, prior to the establishment of the habitat corridor, we documented the population genetic structure of 6 butterfly species (Chlosyne nycteis, Cupido comyntas, Phoebis sennae, Phyciodes tharos, Pterourus glaucus, and Pterourus tivilus) with different habitat requirements and different expected responses to corridor construction using Randomly Amplified DNA Fingerprint (RAF) markers. STRUCTURE analysis of these markers subdivided each butterfly species into 2 to 8 subpopulations in the Green River watershed. By collecting data in the early stages of habitat restoration, we have established a baseline to compare with data obtained after the corridor has matured to determine the population genetic effects on previously isolated butterfly populations and to provide information about the conservation value of habitat corridors in general."	USA	Conservation
"Intensive trawling activities in Hong Kong waters have seriously depleted fishery resources and damaged marine benthic habitats over the last four decades. To minimize further destruction and rehabilitate fishery resources, the Hong Kong Government implemented a permanent territory-wide trawling closure on 31 December 2012. Such a trawl ban creates a unique opportunity to investigate recoveries in ecosystem structure and function following a major shift in disturbance regime by removing impacts from a major gear. This study was designed to test the hypothesis that dominant predatory mantis shrimps, including Harpiosquilla harpax, Miyakella nepa, Oratosquillina interrupta, and Oratosquilla oratoria would show signs of recovery following the trawl ban. Their population dynamics were investigated before and after the trawl ban. The results showed that their mean weight, mean carapace length and proportion of large-sized individuals increased significantly 3.5 years after the trawl ban, whilst their abundance, biomass and maximum length remained unchanged. This study suggests that the stomatopod assemblage in the human-dominated Hong Kong waters shows some initial signs of possible recovery following the trawl ban but also highlights the complexity of implementing fishery management and detecting changes resulted from management measures in a heavily urbanized seascape where many biotic and abiotic factors can influence their population dynamics."	NonUS	Fisheries
"Managers and conservation practitioners commonly deploy artificial habitats to restore lost natural habitats or supplement existing natural habitats. These decision makers face logistical and financial constraints in determining which type of structure (e.g., size, material) to deploy, as well as the added complication that ecological evaluations of structure performance are sparse. As a result, deployed artificial habitats often fail to meet habitat restoration or supplementation goals, especially in marine systems. Here, we evaluated the ecological performance of four types of marine artificial reefs (metal ships, three types of concrete modules) relative to each other and to neighboring natural habitat (rocky reefs). Through diver-conducted fish surveys on twenty-three reefs offshore of North Carolina (NC), USA, we found that different reef types hosted distinct fish communities. Concrete modules performed similarly to rocky reefs, supporting similar fish abundance, biomass, and community composition. In contrast, metal ships supported different fish communities than concrete modules and rocky reefs. Further analyses revealed that these patterns may relate to the 'footprint' and structural complexity of reef structures. These findings suggest that managers should strategically deploy particular types of artificial reefs depending on their objectives. For example, concrete modules should be deployed if the objective is to mimic rocky reefs, whereas deploying ships may create habitats that surpass natural reefs in fish abundance and biomass but with different communities. Moving forward, managers and conservation practitioners must rely on the most recent and location-specific structure evaluations when deciding which types of artificial habitats to deploy given their management objectives."	USA	Conservation
"Traditional conservation scientists approach biodiversity from a resource-management perspective, in which both wildlife and non-living natural resources are managed to balance the interests of competing human stakeholders. Here, I argue for viewing biological conservation as part of a larger competition of the powerful and their interests against humans and wildlife alike. Drawing on social dominance theory to apply lessons on intergroup conflict to ecological networks, I propose that those political power structures that marginalize human populations, denying voice and inclusion, also perform poorly regarding wildlife species. Accounting for nonhuman species as a collection of agentic beings seeking to satisfy their own survival interests and that of their respective social group, I argue for connecting the literatures on social justice and ecological justice through common challenges rooted in the social psychology of power."	USA	EthicsPolicy
"Better aligning agriculture and environmental policies is an important issue for Mediterranean areas. Minimizing conflicts between the two sectors requires better understanding farmers' concerns. Using survey data among a sample of livestock farmers in the French Mediterranean Alps, we examine the main constraints they are confronted with. While France has adopted environmental policies aimed at the conservation of natural habitats and wildlife, which have contributed to a rewilding of mountains, farmers' responses suggest that the growing presence of wolves is a major concern, in addition to institutional and market-related constraints. Given that grassland changes, notably agricultural land abandonment in Mediterranean areas, is considered as problematic for its consequences on agriculture, biodiversity and landscape management, we examine whether the constraints perceived by farmers are related to land abandonment. Applying a probit regression to our survey data we show that farmers' perception of the wolf's presence is positively associated with the level of abandonment alpine grasslands. It is the only perceived constraint significantly associated with land abandonment. Our result have implications for the design of land use policies to support the permanence of mountain farming and to help livestock breeders confront their particular constraints."	NonUS	Conservation
"Many of the processes that govern the viability of animal populations vary spatially, yet population viability analyses (PVAs) that account explicitly for spatial variation are rare. We develop a PVA model that incorporates autocorrelation into the analysis of local demographic information to produce spatially explicit estimates of demography and viability at relatively fine spatial scales across a large spatial extent. We use a hierarchical, spatial, autoregressive model for capture-recapture data from multiple locations to obtain spatially explicit estimates of adult survival (phi(ad)), juvenile survival (phi(juv)), and juvenile-to-adult transition rates (psi), and a spatial autoregressive model for recruitment data from multiple locations to obtain spatially explicit estimates of recruitment (R). We combine local estimates of demographic rates in stage-structured population models to estimate the rate of population change (lambda), then use estimates of lambda (and its uncertainty) to forecast changes in local abundance and produce spatially explicit estimates of viability (probability of extirpation, P-ex). We apply the model to demographic data for the Sonoran desert tortoise (Gopherus morafkai) collected across its geographic range in Arizona. There was modest spatial variation in lambda<^> (0.94-1.03), which reflected spatial variation in phi<^>ad (0.85-0.95), phi<^>juv (0.70-0.89), and psi<^> (0.07-0.13). Recruitment data were too sparse for spatially explicit estimates; therefore, we used a range-wide estimate (R<^> = 0.32 1-yr-old females per female per year). Spatial patterns in demographic rates were complex, but phi<^>ad, phi<^>juv, and lambda<^> tended to be lower and psi<^> higher in the northwestern portion of the range. Spatial patterns in P-ex varied with local abundance. For local abundances >500, P-ex was near zero (<0.05) across most of the range after 100 yr; as abundances decreased, however, P-ex approached one in the northwestern portion of the range and remained low elsewhere. When local abundances were <50, western and southern populations were vulnerable (P-ex > 0.25). This approach to PVA offers the potential to reveal spatial patterns in demography and viability that can inform conservation and management at multiple spatial scales, provide insight into scale-related investigations in population ecology, and improve basic ecological knowledge of landscape-level phenomena."	USA	Ecology
